27492,1.238,221169
17792,1.02,1282474
27258,1.452,123380
10468,0.715,72489
156414,1.029,58326
15549,1.466,525394
7868,0.808,498834
13342,1.48,485974
86274,1.106,432294
144274,1.087,40459
6573,0.98,39386
5407,0.845,29043
55224,1.206,283274
5550,0.859,262074
10725,1.23,25965
5615,1.258,242174
46924,0.841,199094
49744,1.277,17848
35714,1.034,142814
24214,1.394,125304
27234,0.804,9876
4735,1.177,9050
1933,0.598,85214
